Organization Name,Organization Name URL,Categories,Full Description
Aquinox Pharmaceuticals,https://www.crunchbase.com/organization/aquinox-pharmaceuticals,"Biotechnology, Health Care, Therapeutics","Aquinox Pharmaceuticals Inc., a pharmaceutical company, engages in discovery, development, and commercialization of small molecule therapeutics for the treatment of cancer and inflammatory disease. It offers AQX-MN100, a drug used to treat cancer and inflammatory disease, as well as SH2-containing inositol 5'-phosphatase inhibition program for blood cell recovery. The company was founded in 2004 and is based in Vancouver, Canada."
Altibbi,https://www.crunchbase.com/organization/altibbi,"Apps, Fitness, Health Care",Altibbi is a digital health platform that offers tools and information to provide access to health advice 24/7 anywhere through its website and apps.
AutoAI,https://www.crunchbase.com/organization/autoai-66b7,"Analytics, Artificial Intelligence, Automotive","The company is an intelligent networked system developer and operator for a new generation of self-driving cars, which was established by many well-known domestic investment institutions and leading Internet companies. Founded in April 2018, Beijing Siwei Zhilian Technology Co., Ltd. (AUTOAI) was established by Beijing Siweitu New Technology Co., Ltd. (stock code: 002405), the original intelligent network business, and many domestic first-class Internet companies and well-known investment institutions. Invested and jointly invested in the establishment of an intelligent networked system developer and operator for a new generation of self-driving cars. The company has gathered many well-known leading figures and talents in various sectors of the industry, providing technology development and product development from intelligent navigation, car networking services and content, intelligent networked operating systems and solutions, car networking big data and operations. And service operations.  Based on the core mission of “making car intelligence easier”, the company has set up front-end R&D and operation bases in Beijing, Shanghai, Shenzhen, Dalian and Shenyang, with nearly 1,000 employees. The company will further utilize the professional advantages in the team and the strategic resources of all investors, adhering to the development concept of “concentrating resources, highlighting advantages, opening cooperation and sharing ecology”, and the majority of automobile manufacturers, industry customers and ecological chain partners. Together, in the development of the next generation of auto-driving for automobiles, more partners and users will bring more forward-looking technology, leading products, ultimate experience and caring service, becoming an innovator in the development of intelligent network industry."
ABC Fintech,https://www.crunchbase.com/organization/abc-fintech,"Artificial Intelligence, Cloud Management, Enterprise Software, Financial Services, FinTech","ABC Fintech provides AI-driven cloud services for financial professionals. Its products, Modeling.ai and Eversight.ai, can improve the efficiency of how equity research and investment decisions are made in financial institutions, as well as to predict future trend. The company was founded in 2016 by Yongzhi Yang, who is also the founder and CEO of MoboTap Inc, the company behind Dolphin Browser. So far, ABC Fintech has raised a total of $60 million USD from Qiming Venture Partners, Source Code Capital, SIG Asia Investment, Welight Capital, and MindWorks Ventures."
Ascentis,https://www.crunchbase.com/organization/ascentis,"Human Resources, Internet, Software","Ascentis Corporation has been providing medium-sized businesses with HR and payroll solutions. Ascentis offers both hosted and licensed options, as well as employee self service. Known for user-friendly systems and exceptional customer service, Ascentis makes HR and payroll easy."
Aujas Networks,https://www.crunchbase.com/organization/aujas-networks,"Cloud Security, Information Technology, Security","Aujas Networks Pvt. Ltd. offers information technology digital security solutions and services for enabling digital defense to clients. The company offers services in the areas of security vulnerability, security content management, and identity and access management. Its consulting services include preventive consulting, such as strategy consulting, enterprise risk, management, technology, consulting, and DR/BCP consulting; reactive consulting, including security postures, security audit, and recovery strategy; and detective consulting, such as incident response solutions. The companyâ€™s preventive implementation solutions comprise SCM/SAMIIAM, secure products, and compliance solutions. Its detective implementation solutions include application code review solutions. The companyâ€™s management solutions comprise preventive management, including enterprise risk, ODC security, and security operations; recovery services; and forensics services. It also offers education services, such as process, implementation, management, standards, technology, and application security services. The company provides specialized security services to technologies, including core wireless networks, VOIP, RFID, cyber forensics, and the risk management. It serves telecom, banking, financial services, insurance, enterprise, and government sectors.  The company was founded in 2008 and is based in Bangalore, India."
Adbrain,https://www.crunchbase.com/organization/adbrain,"Advertising, Artificial Intelligence, Enterprise Software, Marketing Automation, Mobile","Adbrain is a global leader in resolving customer identity for marketers and their partners across people, places and devices."
Airtime Rewards,https://www.crunchbase.com/organization/airtime-reward-limited,"Loyalty Programs, Mobile, Mobile Apps, Mobile Payments, Payments, Retail, Retail Technology","Airtime Rewards is an innovative technology company, pioneering unique loyalty & rewards solutions in partnership with major mobile network operators.  The Airtime rewards scheme rewards consumers with discounts on their phone bill for transacting with major retail and restaurant chains. They are the only rewards platform with the capability to offer mobile airtime as a rewards currency, to subscribers on any network, Pre-pay or pay-monthly."
Auka,https://www.crunchbase.com/organization/auka,"Financial Services, FinTech, Mobile Payments","Since 2010, Auka has been making a name for itself as leaders in mobile payments and e-commerce. From our headquarters in Norway, we’ve spent almost a decade developing an award-winning and world-class financial services platform.  We developed the first mobile payments platform in the Nordics (mCASH) and launched the first mobile payments solution in Norway, impacting the lives of millions of people and helping to fundamentally change the way people pay and get paid in Scandinavia. Now, Auka with its mobile payment app Settle, is on a mission to make it easier than ever for people and businesses to pay and get paid all over Europe."
Affinity Gaming,https://www.crunchbase.com/organization/affinity-gaming-3,"Gaming, PC Games, Social Media","Here at Affinity Gaming, we are dedicated to providing a superior experience for the gambler that values a WELCOMING environment with a focus on: GREAT SLOTS, SATISFYING FOOD & THE UTMOST FUN. Located in the heart of the entertainment and gaming capital of the world, Las Vegas, Nevada, Affinity Gaming is more than just another gaming company. We are a personable, loyal, and friendly company that shares a connection with each of our customers. Every employee at Affinity Gaming is committed to enhancing our guests' satisfaction by building upon our relationships and offering high-quality service at a reasonable price. Visit any of our 11 properties (five in Nevada, three in Colorado, two in Missouri, and one in Iowa) to experience our dedication to delivering a value-oriented product in a convenient, welcoming, and casual atmosphere. You may just find yourself visiting us again and again."
Adder,https://www.crunchbase.com/organization/adder,"Advertising, Advertising Platforms, Artificial Intelligence, Database, GPS, Machine Learning, Mobile Advertising, Outdoor Advertising, SaaS","Originally conceived as a vehicle advertising platform, ADDER innovates to bring digital analytics and measurement tools to the out of home (OOH) and word of mouth (WOM) advertising markets.  Our company set out originally to create a vehicle advertising SaaS platform, offering KPIs to out of home marketers that had been exclusive to online ads in the past. In trying to build our platform, we learned about a bigger problem -- no one in OOH had any reliable, verifiable analytics data. And so, we decided we should solve that problem. On April 1, 2019, we launched the first OOH advertising analytics APIs in the world. With over $900,000 in pre sales for our API services and enterprise solutions, we're confident we made the right choice in responding to the market with agility. We now license APIs and SDKs for other OOH advertisers to enjoy these analytics capabilities, and continue to run the best gig-economy fleet of car wraps on the market."
Astro Malaysia Holdings Berhad,https://www.crunchbase.com/organization/astro-malaysia-holdings-berhad,"Broadcasting, Digital Entertainment, Digital Media","Astro Malaysia Holdings Berhad is a leading integrated consumer media entertainment group in Malaysia and Southeast Asia with operations in 4 key areas of business, namely Pay-TV, Radio, Publications and Digital Media. With a customer base of 4.2 million residential customers or approximately 60% penetration of Malaysian TV households, Astro offers 172 TV channels, including 40 HD channels, delivered via Direct-To-Home satellite TV, IPTV and OTT platforms. Astro provides HD, 3D, PVR, VOD and IPTV services through Astro B.yond and Astro on the Go. Fulfilling its promise to bridge the digital divide for all of Malaysia, Astro introduced NJOI as an entry-level DTH satellite TV service and is the country’s first non-subscription based satellite TV, offering 22 TV and 20 radio channels. Astro Radio includes Malaysia’s highest rated stations across key languages and is available on both terrestrial and digital channels, reaching approximately 12.6 million weekly listeners. Its digital arm is involved in digital publishing, applications and platforms as well as publication of entertainment and lifestyle magazines locally. Astro holds the distinction of the ‘Gold’ award in the Media and Entertainment category at the Putra Brand Awards for 5 consecutive years from 2010 to 2014, including the ‘Brand of the Year’ award in 2012 and the ‘Brand Icon’ award in 2013. Astro’s CSR projects have been recognised by the International Business Awards (IBAs) for the third consecutive year. Astro was named the winner of a Silver Stevie Award in the 2014 IBAs for the Corporate Social Responsibility Program of the Year (Asia, Australia and New Zealand) category for the ‘Astro Kasih Hostel and EkoVillage’ project. In 2013 and 2012, Astro’s ‘Beautiful Malaysia: Longest Underwater Clean Up’ project and ‘Astro Kasih Hostel’ project were awarded with a Silver Stevie® Award respectively. These awards are in recognition of Astro’s efforts to exemplify innovation, quality and strong corporate responsibilities."
Axial Healthcare,https://www.crunchbase.com/organization/axial-healthcare,"Health Care, Information Technology, Wellness","Axial provides a cloud-based, clinical decision support platform that manages costs and quality around interventional pain management, narcotic prescribing and spine fusion. Our products focus on providing evidence-based clinical support for interventions, patient engagement and education, risk stratification for narcotic prescribing, and robust back-end reporting of utilization and benchmarking specific to worker's comp managers, providers, ACO's, and health plans."
Aveanna Healthcare,https://www.crunchbase.com/organization/aveanna-healthcare,"Health Care, Hospital, Nursing and Residential Care","Aveanna Healthcare brings together two of the largest providers of pediatric care in the nation – Epic Health Services and PSA Healthcare. As Aveanna, we have joined together to revolutionize the way pediatric healthcare is delivered, one patient at a time. Today, the Aveanna Healthcare family of companies cares for medically fragile patients in 23 states through our rapidly growing network of more than 200 branch offices. As a result of overwhelming demand for the quality of care we consistently give, Aveanna has also been providing more and more adult home care services. "
Acquisio,https://www.crunchbase.com/organization/acquisio,"Advertising Platforms, Local Business, Marketing Automation","Acquisio provides Performance Marketing Solutions for Local Businesses and the Agencies that Serve Them.  Acquisio's solutions include a high-powered performance media programatic engine that enables digital marketers to optimize their search campaigns and report on social, mobile and display initiatives, all in one easy-to-use dashboard. Acquisio’s automated system does 90% of the work for its users, ensuring more of their time is free for analyzing data and improving campaigns. Acquisio’s best-in-class technology is enhanced by the company’s outstanding support team of real people: Account Managers, Account Analysts, and the Acquisio Trading Desk. The comprehensive and user-friendly Acquisio model ensures campaign managers maintain full control over every aspect of their online marketing initiatives, while maximizing their productivity. With more than 500 agencies and 25,000+ advertisers in its portfolio, Acquisio is recognized as being one of the fastest growing companies in North America, winning the Deloitte Tech Fast 500 and Fast 50 awards for three consecutive years. Acquisio software is used by companies like GroupM, Sensis, Hannapin Marketing, iRep, Yellow Pages, Microsoft, and Hilton. With its headquarters in Montreal, Acquisio also has offices in New York, Seattle, and London, and Japan. For more information, contact us at www.acquisio.com/organization/contact-us/."
Apotex Inc.,https://www.crunchbase.com/organization/apotex-inc,"Emergency Medicine, Manufacturing, Pharmaceutical","Apotex is a Canadian owned pharmaceutical company, and the largest producer of generic medicines in the country.  Founded in 1974, the company has focused on research, development, manufacturing and distribution. Apotex has steadily grown to employ over 10,000 people around the world. Apotex Pharmachem is a global, fully integrated API R&D and manufacturing organization with its headquarters located in Brantford, Ontario, and is a member of the Apotex group of companies. Apotex Pharmachem has multiple facilities around the world located in Canada, India, Mexico, and China. Learn more at www.ApotexPharmachem.com. "
Ascenty,https://www.crunchbase.com/organization/ascenty,"Information Services, Information Technology, Telecommunications","Ascenty is a data center and telecom company specializing in colocation, connectivity, hosting, cloud computing, and managed services. It has three data centers in São Paulo - in the cities of Jundiaí, Campinas, and Hortolândia (the latter under construction), with Tier III certification, ISO 27001, SSAE 16 and ISAE 3402 Type II. The company received the Datacenter Dynamics Awards in 2015, 2016, and 2018. It was founded in 2010 and is headquartered in Sao Paulo, Brazil."
Alquilando,https://www.crunchbase.com/organization/alquilando-com,"Marketplace, Property Insurance, Real Estate, Rental Property","Alquilando is an online marketplace for long-term rentals which simplifies each step of the process, minimizes risk and guarantees the rent payments on time. It integrates real estate services with InsurTech and FinTech solutions in order to deliver the most complete long-term rental service for landlords and tenants. "
Autzu,https://www.crunchbase.com/organization/autzu,"Automotive, Car Sharing, Ride Sharing, Transportation","Drivesharing allows Uber/Lyft drivers to share the use of the same cars to transport riders. Through Autzu, drivers can sign up to all available ridesharing platforms without the need for a car, insurance or maintenance.  Autzu bundles all car costs in a simple hourly fee which gets deducted directly from the trip fare, making driving on a rideshare very easy."
Analyte Health,https://www.crunchbase.com/organization/analyte-health,"Health Care, Health Diagnostics, Information Technology, Wellness","Analyte Health is an integrated healthcare partner that connects patients and providers with laboratory testing services. We focus on creating an outstanding patient experience by making lab testing more convenient, accessible, and faster than traditional brick and mortar office visits. On average, we reduce the office visit and lab testing turnaround time from weeks to three days or less. Analyte Health has consistently achieved a Net Promoter Score of 70 or higher. To learn more, please visit www.analytehealth.com."
AX Semantics,https://www.crunchbase.com/organization/ax-semantics,"Artificial Intelligence, Content, Information Technology, Publishing, SaaS, Software","AX Semantics is a german software company located in Stuttgart. Since 2001 they have offered their know-how and services in online content and consulting. In 2009 they kick-started their game changing software, AX Semantics, and found with it a way to make content more accessible to their customers. They are nerf-gun shooting computational linguists and good old-fashioned copy-writers – enjoying the thrill of changing the way content is created, published and viewed today. Their aim is to raise the bar and make content scalable."
aPriori Technologies,https://www.crunchbase.com/organization/apriori-technologies,"Enterprise, Manufacturing, Software","aPriori Technologies, Inc. provides cost management solutions. It offers aPriori, an enterprise cost management software platform, which enables discrete product and manufacturing companies to understand, manage, and reduce their costs of goods sold. The company also offers a short-term proof-of-concept project to confirm the value of the aPriori enterprise cost management platform prior to a larger-scale deployment. In addition, it offers software system implementations and training services. The company serves designers, manufacturing engineers and planners, purchasing and sourcing professionals, cost and program managers, and company executives. aPriori Technologies, Inc. was founded in 2003 and is headquartered in Concord, Massachusetts."
Aquion Energy,https://www.crunchbase.com/organization/aquion-energy,"CleanTech, Energy, Energy Management, Energy Storage, Renewable Energy","Aquion Energy is fundamentally­­ changing the economics of power generation, transmission and distribution by developing and commercializing cost-effective energy storage solutions that are safe, reliable, and sustainable from nontoxic components as simple as saltwater. Based on the research of Carnegie Mellon University Professor Jay Whitacre, Aquion's proprietary Aqueous Hybrid Ion (AHI™) battery overcomes the pitfalls of conventional energy storage technologies. AHI systems enhance the electrical grid by providing flexible, emissions-free capacity that optimizes existing generation assets and enables broad adoption of renewable energy technologies."
ARVORE,https://www.crunchbase.com/organization/arvore,Virtual Reality,"We are an immersive storytelling company, ready to create, design, produce and develop state of the art interactive experiences and games for all current and future high end immersive platforms, including virtual reality, augmented reality, and mixed reality. Based in São Paulo, Brazil, our multidisciplinary experts are on the cutting edge of innovation and creativity, forming the best-in-class virtual reality development team in South America. We are the only VC funded VR/AR company in Brazil."
AnswerIQ,https://www.crunchbase.com/organization/answeriq,"Artificial Intelligence, Customer Service, Machine Learning","AnswerIQ is an artificial intelligence service in the customer support space. We use sophisticated algorithms to read and understand all the interactions from past tickets between the customer support agent and the customer. Once implemented, AnswerIQ enables a business to intelligently classify and automatically respond to simple known issues and more importantly assist the agents with the top three recommended responses to complex questions. It works within the existing customer experience systems like Zendesk, Salesforce etc. eliminating the need to learn any new system. AnswerIQ is a Seattle-based company, a spin out from GE and has licensed the Wise.io customer service platform. The founding team has a successful track record and are passionate about making customer service/support a differentiator for your business."
Ask Lorem,https://www.crunchbase.com/organization/lorem-technologies,"Digital Marketing, Freelance, Web Design, Web Development",Lorem is an on-demand freelance marketplace that connects non-technical business owners with high-quality web developers and designers in less than 10 minutes. Our goal is to empower the modern day business owner to succeed and enable freelance as the Future of Work with our global network of experts. We’re hiring! Head over to our jobs page to learn more: https://angel.co/loremtech/jobs Funded by Flybridge Capital & Techstars
Ablative Solutions,https://www.crunchbase.com/organization/ablative-solutions,"Biotechnology, Health Care, Medical Device","Ablative Solutions, Inc., was founded in 2011 by Tim Fischell, MD, FACC, and David Fischell, PhD, to address this significant unmet medical need.  Ablative Solutions’ technology involves endovascular catheters to provide an efficacious, durable, cost-effective and safe alternative to surgical renal denervation for the treatment of hypertension and other diseases caused by an overactive sympathetic nervous system."
Artios Pharma,https://www.crunchbase.com/organization/artios-pharma,"Biopharma, Biotechnology, Medical Device","Artios is a leading independent DNA Damage Response (DDR) company focussed on developing first-in-class treatments for cancer. Established in May 2016, the Company is led by an experienced scientific and leadership team with proven expertise in DDR drug discovery. Artios is building a pipeline of next-generation DDR programmes, including through a unique partnership with Cancer Research Technology (CRT), the development and commercialisation arm of Cancer Research UK (CRUK), and with leading DNA repair researchers worldwide. The Company’s investors include SV Life Sciences, Merck Ventures, Imperial Innovations, Arix Bioscience PLC, CRT Pioneer Fund (managed by Sixth Element Capital), and AbbVie Ventures. Artios is based at the Babraham Institute in Cambridge, UK."
Aquilon Energy Services,https://www.crunchbase.com/organization/aquilon-energy-services,"Energy, Management Information Systems, Software","Aquilon Energy Services is a Chicago-based software company providing innovative solutions for the fast-paced, complex and data intensive energy industry. The Aquilon team blends experienced technology and industry experts with strong track records of building and bringing to market reliable, collaborative solutions.   Their partners, board members and network of early advisors connect the team to the industry enabling us to deliver valuable solutions for today’s wholesale energy companies."
Aireon,https://www.crunchbase.com/organization/aireon,"Air Transportation, Industrial, Public Transportation","Aireon LLC plans to transform the business of air traffic management on a global scale by providing an infrastructure that will enable optimization of air operations around the world. Powered by Iridium innovation and the world’s furthest reaching network, the AireonSM design will deliver the first-ever space-based global aviation surveillance system. AireonSM global monitoring will have a dramatic impact on the aviation industry—increasing efficiencies and fuel savings while offering exciting new applications and business opportunities. AireonSM plans to provide the first opportunity for global air traffic monitoring starting as early as 2017."
Altair Semiconductor,https://www.crunchbase.com/organization/altair-semiconductor,"Information Technology, Manufacturing, Mobile, Semiconductor, Wireless","Altair is a fabless semiconductor company based in Israel that is developing state of the art, ultra low power mobile WiMAX silicon solutions optimized for handsets and handheld devices. Altair was founded in May 2005 by former Texas Instruments executives with extensive broadband and wireless silicon experience.  Their products are the smallest, lowest power solutions in the industry, offering superb mobility performance and enabling the migration of WiMAX from a fixed wireless PC technology to a true next generation mobile technology. Altair's management and technology executives were among the founding team of Libit Signal Processing, a fabless chip company acquired by Texas Instruments in 1999 for $365 million. The company's world class scientists, algorithm, VLSI and software engineers have in the past, jointly developed over twenty complex mixed-signal silicon products, spanning six different broadband wired and wireless technologies. Altair is a principal member of the WiMAX Forum and a member of the IEEE802.16e."
ASLAN Pharmaceuticals,https://www.crunchbase.com/organization/aslan-pharmaceuticals,"Biotechnology, Medical, Pharmaceutical",ASLAN is an Asia enabled pharmaceutical company that develops novel medicines for global markets.
ASSIA,https://www.crunchbase.com/organization/assia,"Internet, Software","ASSIA, Inc provides broadband and Wi-Fi performance monitoring, management and optimization software to internet service providers (ISP), communications regulators, and wholesalers so they can improve customer quality of experience and satisfaction, reduce costs through operational efficiencies and increase revenues with new multi-media services."
Aeropostale,https://www.crunchbase.com/organization/aeropostale,"E-Commerce, Fashion, Retail","Aéropostale, Inc. is a mall-based, specialty retailer of casual apparel and accessories, principally targeting 14 to 17 year-old young women and men through its Aéropostale® stores and 4 to 12 year-old kids through its P.S. from Aéropostale™ stores. The Company provides customers with a focused selection of high-quality, active-oriented, fashion and fashion basic merchandise at compelling values. Aéropostale® maintains control over its proprietary brands by designing, sourcing, marketing and selling all of its own merchandise. Aéropostale® products can only be purchased in its Aéropostale stores and online at www.Aéropostale.com. P.S. from Aéropostale™ products can be purchased in P.S. from Aéropostale™ stores and online at www.ps4u.com. The Company currently operates 914 Aéropostale® stores in 50 states and Puerto Rico, 75 Aéropostale stores in Canada and 97 P.S. from Aéropostale® stores in 22 states. In addition, pursuant to various licensing agreements, our licensees currently operate 20 Aéropostale® and P.S. from Aéropostale® stores in the Middle East, Asia and Europe."
Allovue,https://www.crunchbase.com/organization/allovue,"Analytics, Education, Finance, SaaS",Our mission is to empower educators to strategically and equitably allocate resources to best support the needs of students.
Asimov,https://www.crunchbase.com/organization/asimov-2,Biotechnology,"Asimov programs living cells with genetic circuits.  The company partners with customers to create previously impossible bio technologies. Its engineering platform combines computer-aided design, artificial intelligence, and synthetic biology."
AXDRAFT,https://www.crunchbase.com/organization/axdraft,"Document Management, Legal, Software","AXDRAFT offers on-demand automation of legal processes for enterprise customers, helping them to draft legal documents 10 times faster and avoid mistake. The biggest advantage of AXDRAFT is the ability to roll-out tailored automation for the customer in one week at no cost to the customer. AXDRAFT works with companies, like Carlsberg, British American Tobacco, OLX and many other international brands."
Applecrumby & Fish,https://www.crunchbase.com/organization/applecrumby-fish,"Baby, Children, E-Commerce","Applecrumby & Fish is an online and offline baby store that offers various brands of baby products available both locally and internationally. The baby products are classified under the categories: bath and skincare, food and health, feeding, baby gear, diapers and potty, playroom, maternity, and school. Putto, Brush Baby, Tommee Tippee, Hot-Kid, Nordic Naturals, Annie’s Organic, Zoli, Munchkin, Avent, Clevamama, Attitude, Potette Plus, The First Years, Renova, Peaceable Kingdom, Mega Bloks, Emma-Jane, MooGoo, Stephen Joseph, and Thinkbaby are some of the brands available in Applecrumby & Fish’s stores. Applecrumby & Fish was founded in 2011 and is based in Selangor, Malaysia."
"Axwave, Inc.",https://www.crunchbase.com/organization/axwave-inc-,"Advertising, Analytics, Market Research, Real Time","Axwave Inc. delivers single-source audience data using its proprietary ACR technology that passively collects personal media exposure. This media exposure data is overlapped with a user’s mobile device GPS and online behavior  to understand the impact of TV and radio advertising. This real-time user data offers TV networks, marketers and media planners the opportunity to provide better user experiences while maximizing advertising and programming impact."
Adaptive Simulations,https://www.crunchbase.com/organization/adaptive-simulations,"Cloud Computing, SaaS, Simulation, Software","Adaptive Simulations offers a cloud-based service (SaaS), providing customers with fully automated flow simulations. It's automated cloud-solution increases accuracy, flexibility and cost efficiency when simulating flow. The accessibility and ease of use of the solution enables designers and architects without any prior knowledge of Computational Fluid Dynamics (CFD) or simulations to accelerate and improve their design."
Avadim Technologies,https://www.crunchbase.com/organization/avadim-technologies,"Health Care, Information Technology, Life Science, Medical","Avadim Technologies Inc is a life sciences company that has developed a new class of life sciences solutions based on Pathogenesis Based Therapies (“PBTs”) which work to optimize the stratum corneum, integumentary functions and the associated reactive tissue. Their platform of therapies works to protect and support natural physiological functions of the outer barrier of the body, to super normalize it, supporting treatments within their three series of therapies for infection prevention, neuromuscular disorders and barrier repair. Their platform and technologies use a targeted topical delivery system, are non-toxic and are effective without the side effects of other remedy approaches.  Initial acceptance in the U.S. clinical market of their first PBTs and their novel preventative approach, have shown both cost avoidance and superior effectiveness in addressing specific needs in healthcare. Avadim’s advanced therapeutic class of Pathogenesis Based Therapies is capable of unlocking pathways to address emerging gaps in global health."
AdviceRobo,https://www.crunchbase.com/organization/advicerobo,"Artificial Intelligence, Banking, Credit, Machine Learning, SaaS, Software","A lending crisis: In 2008, the financial crisis created the biggest problem world banking had faced in generations. Millions of financially unhealthy people were lent money they could never afford to pay back. Fast-forward to the present day. Across the world, 4.5 billion people don’t have access to lending.At AdviceRobo, we have the solution: We’re fixing the finance world. A focus on credit history has left many people financially underserved, where they could be responsibly lent money. Using a combination of psychographic scoring and responsible lending, we’re driving towards a financially healthy global population delivering fully automated big data driven credit scoring solutions."
Akselos,https://www.crunchbase.com/organization/akselos,"Analytics, Asset Management, Information Technology, Infrastructure, Mechanical Engineering, Predictive Analytics, Simulation, Software Engineering","Akselos is the creator of the world’s most advanced digital twin technology. Founded in 2012 and with operations in Europe, the USA, and South East Asia, the company’s products are designed specifically to help protect the world’s critical infrastructure with next-generation simulation technology. Akselos Integra® has the power to revolutionize how we design and manage our critical structures and pushes past the boundaries of what modern engineering and data analytics can achieve. With patented algorithms that are up to 1000 times faster than anything else on the market, it’s the only simulation software that can build an accurate and detailed model of large-scale operational assets and run those simulations using only a portable computer. We have some of the world’s best mathematicians and computer scientists on our team and we’re working towards a vision of preventative maintenance and zero unplanned downtime through smart and connected assets. Our vision combines our super-fast, physics-based, digital twins with sensors and big data analytics as essential elements of what we call a Digital Guardian - giving you access to your asset’s condition in real time and a window into the future.  We apply the best in digital technology to bring value and efficiency to customers in all asset-centric industries.  Find out more www.akselos.com "
Administrate,https://www.crunchbase.com/organization/administrate,"E-Learning, Education, Enterprise Software, Information Technology, Software, Training","Administrate is a training management, learning Management, and course booking software.  Administrate is a comprehensive training management solution delivered from the cloud.   Their award winning software includes everything you need to define, track, and deliver training to your workforce, customers, and partners. Hundreds of training companies, thousands of users, and millions of students around the globe rely on us every day."
AsiaYo,https://www.crunchbase.com/organization/asiayo,"Apps, E-Commerce, E-Commerce Platforms, Hospitality, Leisure, Marketplace, Mobile Apps, Sharing Economy, Travel, Travel Accommodations, Vacation Rental, Web Development","Founded in June 2013 and based in Taipei, AsiaYo is an online room booking platform offering people a chance to discover over 60,000 uniquely designed accommodations covering 60 cities in Taiwan, Japan, Korea, Thailand, and Hong Kong. Growing quickly, AsiaYo offers local hosts a chance to utilize their unused space, opening it to an international audience.  Learn more at: www.asiayo.com"
Arcimoto,https://www.crunchbase.com/organization/arcimoto,"Automotive, Manufacturing, Product Design","Arcimoto means “Future I Drive” - the brand identity for the next generation of drivers.  To develop products that help catalyze the shift to a sustainable transportation system.  Our philosophy of continuous improvement drives us forward each day. We strive not only to continuously improve the end product, but also the process and the people involved in creating the product. By always reflecting, evaluating and learning, we believe Arcimoto can deliver a better experience to our customers."
aXiomatic,https://www.crunchbase.com/organization/axiomatic,"Information Services, Information Technology, Property Management","Axiomatic specializes in Business Process Reengineering, Property Tax Systems and Geospatial Services.Axiomatic is a specialized software development, business process reengineering (BPR), and project management firm with expertise in the analysis, development, and deployment of improved business workflows and software solutions for property tax oversight and administration."
Aviacode,https://www.crunchbase.com/organization/aviacode,"Enterprise Software, Health Care, Information Technology","Aviacode is the industry leader in technology-enabled medical coding services since 1999. Aviacode’s cloud-delivered coding applications, ProCoder™ and ProAuditor™, Practicode and ICD-Advisor enable professional medical coders and coding auditors to create consistent, reliable and predictable coding for hospitals and physician practices. Aviacode’s proprietary cloud-based technology and workflow improves the accuracy and efficiency of medical coding process like never before. Coding is a key process of translating clinical documentation into diagnosis and procedure codes, which is at the heart of healthcare revenue cycle. These improvements impact hospitals and physician groups profoundly through improved efficiency, increased revenue and strengthened cash flow."
AccioJob,https://www.crunchbase.com/organization/acciojob,"Internet, Staffing Agency","Only one-third of India’s college graduates get placed in jobs because their schools often only expose them to local recruiters. AccioJob charges colleges $10,000 per year to place their students in jobs, and charges employers per placement. Since it gains student contact info and grades, AccioJob can become the gateway to the best Indian college grads as more students from the country begin to enroll."
AnChain.ai,https://www.crunchbase.com/organization/anchain-ai,"Artificial Intelligence, Big Data, Bitcoin, Blockchain, Cryptocurrency, Cyber Security, Ethereum, FinTech, Machine Learning, Risk Management",
Abacus,https://www.crunchbase.com/organization/abacusfi,"Blockchain, Finance, Financial Services, FinTech","Abacus is an administration platform for company, fund, and real estate securities powered by the blockchain. Founded in 2018, Abacus is headquartered in San Francisco, California."
AltspaceVR,https://www.crunchbase.com/organization/qualia3d,"Digital Media, Virtual Reality, Virtualization","AltspaceVR is a virtual reality software company. AltspaceVR is bringing two-dimensional web content into shared virtual spaces, and extending the web to create fully holographic experiences. Through the software users will be able to watch streaming video, play games, and get work done, together and entirely inside of virtual reality. The software is powered by, and fully embraces, the modern open web."
Alpha Vantage,https://www.crunchbase.com/organization/alpha-vantage,"Content, Developer APIs, Internet, SaaS, Software","Composed of a tight-knit community of researchers, engineers, and business professionals, Alpha Vantage Inc. is a leading provider of free APIs for realtime and historical data on stocks, forex (FX), and digital/crypto currencies. Our success is driven by rigorous research, cutting edge technology, and a disciplined focus on democratizing access to data."
Analytical Flavor Systems,https://www.crunchbase.com/organization/gastrograph,"Artificial Intelligence, Food and Beverage, Food Processing","Analytical Flavor Systems’ AI-driven Gastrograph platform helps packaged food companies achieve greater success in a saturated food industry that has an over 80% failure rate. Gastograph moves CPG brands’ development process beyond traditional tasting panels; it surveys each product with a flavor profile engine that is predictive, anticipating how new foods will perform in different markets, over a long time horizon, and against various demographic archetypes. Food companies are struggling to launch new products in an era of rapidly shifting consumer tastes, and an AI-driven platform like Gastrograph gives big food a more accurate map with which to navigate into the future."
Amplyx Pharmaceuticals,https://www.crunchbase.com/organization/amplyx-pharmaceuticals,"Clinical Trials, Medical, Pharmaceutical","Amplyx Pharmaceuticals, Inc. is a preclinical stage company focusing on the development of small molecule drugs with enhanced efficacy and lower toxicity. Amplyx employs a platform approach to improve small molecule drugs by the addition of a second small molecule to an existing drug. The resulting, new therapeutic creates a more targeted molecule with the goal of improving treatment outcomes and improving compliance with treatment regimens. Our initial development areas are in oncology and infectious disease."
